"Período";"Riesgo País en Puntos Básicos"
"2025-04-08 00:00:00";1840
"2025-04-09 00:00:00";1736
"2025-04-10 00:00:00";1908
"2025-04-11 00:00:00";1844
"2025-04-14 00:00:00";1282
"2025-04-15 00:00:00";1197
"2025-04-16 00:00:00";1228
"2025-04-17 00:00:00";1172
"2025-04-21 00:00:00";1209
"2025-04-22 00:00:00";1189
"2025-04-23 00:00:00";1154
"2025-04-24 00:00:00";1129
"2025-04-25 00:00:00";1110
"2025-04-28 00:00:00";1129
"2025-04-29 00:00:00";1144
"2025-04-30 00:00:00";1189
"2025-05-01 00:00:00";1213
"2025-05-02 00:00:00";1204
"2025-05-05 00:00:00";1227
"2025-05-06 00:00:00";1196
"2025-05-07 00:00:00";1137
"2025-05-08 00:00:00";1125
"2025-05-09 00:00:00";1128
"2025-05-12 00:00:00";1053
"2025-05-13 00:00:00";1015
"2025-05-14 00:00:00";1012
"2025-05-15 00:00:00";1031
"2025-05-16 00:00:00";1020
"2025-05-19 00:00:00";1011
"2025-05-20 00:00:00";995
"2025-05-21 00:00:00";1009
"2025-05-22 00:00:00";1014
"2025-05-23 00:00:00";1028
"2025-05-27 00:00:00";1031
"2025-05-28 00:00:00";1069
"2025-05-29 00:00:00";1085
"2025-05-30 00:00:00";1098
"2025-06-02 00:00:00";1082
"2025-06-03 00:00:00";968
"2025-06-04 00:00:00";961
"2025-06-05 00:00:00";960
"2025-06-06 00:00:00";942
"2025-06-09 00:00:00";938
"2025-06-10 00:00:00";898
"2025-06-11 00:00:00";887
"2025-06-12 00:00:00";859
"2025-06-13 00:00:00";857
"2025-06-16 00:00:00";855
"2025-06-17 00:00:00";871
"2025-06-18 00:00:00";875
"2025-06-20 00:00:00";880
"2025-06-23 00:00:00";891
"2025-06-24 00:00:00";868
"2025-06-25 00:00:00";855
"2025-06-26 00:00:00";835
"2025-06-27 00:00:00";826
"2025-06-30 00:00:00";814
"2025-07-01 00:00:00";800
"2025-07-02 00:00:00";803
"2025-07-03 00:00:00";797
"2025-07-07 00:00:00";804
"2025-07-08 00:00:00";805
"2025-07-09 00:00:00";799
"2025-07-10 00:00:00";808
"2025-07-11 00:00:00";820
"2025-07-14 00:00:00";840
"2025-07-15 00:00:00";835
"2025-07-16 00:00:00";852
"2025-07-17 00:00:00";843
"2025-07-18 00:00:00";822
"2025-07-21 00:00:00";807
"2025-07-22 00:00:00";816
"2025-07-23 00:00:00";810
"2025-07-24 00:00:00";796
"2025-07-25 00:00:00";792
"2025-07-28 00:00:00";786
"2025-07-29 00:00:00";790
"2025-07-30 00:00:00";789
"2025-07-31 00:00:00";787
"2025-08-01 00:00:00";827
"2025-08-04 00:00:00";821
"2025-08-05 00:00:00";821
"2025-08-06 00:00:00";813
"2025-08-07 00:00:00";814
"2025-08-08 00:00:00";814
"2025-08-11 00:00:00";814
"2025-08-12 00:00:00";797
"2025-08-13 00:00:00";781
"2025-08-14 00:00:00";787
"2025-08-15 00:00:00";780
"2025-08-18 00:00:00";777
"2025-08-19 00:00:00";773
"2025-08-20 00:00:00";772
"2025-08-21 00:00:00";767
"2025-08-22 00:00:00";765
"2025-08-25 00:00:00";759
"2025-08-26 00:00:00";763
"2025-08-27 00:00:00";767
"2025-08-28 00:00:00";764
"2025-08-29 00:00:00";756
"2025-09-02 00:00:00";765
"2025-09-03 00:00:00";749
"2025-09-04 00:00:00";733
"2025-09-05 00:00:00";716
"2025-09-08 00:00:00";724
"2025-09-09 00:00:00";727
"2025-09-10 00:00:00";716
"2025-09-11 00:00:00";684
"2025-09-12 00:00:00";689
"2025-09-15 00:00:00";672
"2025-09-16 00:00:00";711
"2025-09-17 00:00:00";706
"2025-09-18 00:00:00";761
"2025-09-19 00:00:00";821
"2025-09-22 00:00:00";762
"2025-09-23 00:00:00";710
"2025-09-24 00:00:00";701
"2025-09-25 00:00:00";704
"2025-09-26 00:00:00";707
"2025-09-29 00:00:00";733
"2025-09-30 00:00:00";777
